pos,bib,name,team,category,rank,nationality,time,timediff,Col de Voza,Les Contamines,La Balme,Refuge Croix du Bonhomme,Les Chapieux CCAS,Col de la Seigne,Refuge Elisabetta,Arête Mont-Favre,Col Chécrouit - Maison Vieille,Courmayeur - Dolonne,Refuge Bertone,Refuge Bonatti,Arnuva,Grand Col Ferret,La Peulaz,La Fouly,Praz de Fort,Champex Lac,Bovine,Trient,Les Tseppes,Vallorcine,Argentière,Chamonix - Arrivée,col de voza_pos,les contamines_pos,la balme_pos,refuge croix du bonhomme_pos,les chapieux ccas_pos,col de la seigne_pos,refuge elisabetta_pos,arête mont-favre_pos,col chécrouit - maison vieille_pos,courmayeur - dolonne_pos,refuge bertone_pos,refuge bonatti_pos,arnuva_pos,grand col ferret_pos,la peulaz_pos,la fouly_pos,praz de fort_pos,champex lac_pos,bovine_pos,trient_pos,les tseppes_pos,vallorcine_pos,argentière_pos,chamonix - arrivée_pos
2025,2756,NOWAKOWSKI Jerzyk, ,V1 H,2026, , , ,4318,5959,8590,,13370,18179,19553,22496,23924,53284,,,,,,,,,,,,,,,1038,1335,944,-1,1216,1672,1590,1326,1884,1821,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2026,3294,VIEL Eric, ,V1 H,2027, , , ,3972,5264,8062,,13179,18320,20078,22696,23944,53335,,,,,,,,,,,,,,,2116,2050,943,-1,1053,998,1886,1851,1678,2094,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2027,2272,CHAUCHET denis, ,V1 H,2028, , , ,3383,4170,6551,,11249,15996,,20871,23066,53339,,,,,,,,,,,,,,,2205,842,2394,-1,2249,2094,-1,1660,2064,1134,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2028,854,NICOLAS Jacques, ,V1 H,2029, , , ,4215,6277,9337,,14180,19064,20254,22769,24100,53464,,,,,,,,,,,,,,,917,1642,933,-1,1327,2093,1762,1041,1865,1832,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2029,2661,CIMERMAN Simun, ,SE H,2030, , , ,3817,6249,8598,,13438,18310,19947,21836,23589,53519,,,,,,,,,,,,,,,2368,2175,934,-1,1092,2106,1389,1815,1680,2095,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2030,1280,BARTEK Patrick, ,SE H,2031, , , ,3696,3843,5151,6944,9330,17867,19363,22702,24384,53850,,,,,,,,,,,,,,,1074,2392,1800,429,1014,1008,1552,2111,2097,2096,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2031,2271,DEPLANTE Bernard, ,V2 H,2032, , , ,4806,7554,10228,,15239,19441,20954,22967,24642,53930,,,,,,,,,,,,,,,980,902,1009,-1,1406,1583,1787,1887,2103,1834,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2032,2719,PROVOST DOMINIQUE, ,V1 H,2033, , , ,4544,6136,7871,,13632,18360,19778,22714,24776,53979,,,,,,,,,,,,,,,2222,901,737,-1,1812,1846,1535,2113,2090,2097,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2033,2417,JIMENEZ XAUSA Sonia, ,V1 F,2034, , , ,4020,5794,8477,,13746,20109,21506,23583,25059,54030,,,,,,,,,,,,,,,695,1019,1010,-1,875,2239,729,2081,1818,1835,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034,2678,FAUROUX Pierre, ,V3 H,2035, , , ,4153,5896,8410,,13158,17780,19763,22491,24382,54067,,,,,,,,,,,,,,,2224,2305,1642,-1,1599,866,1848,1817,2084,1836,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2035,2896,CALLENS Patrick, ,V1 H,2036, , , ,3797,4478,6809,,10021,15113,,21048,22647,54188,,,,,,,,,,,,,,,480,1618,942,-1,2093,1814,-1,1819,1669,1845,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2036,1600,BOULET Guy, ,V2 H,2037, , , ,4820,6862,9359,,14636,19307,20682,23054,24591,54215,,,,,,,,,,,,,,,2244,1313,1808,-1,2365,751,1816,1843,1668,1860,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2037,1253,VASSIVIERE Frédérick, ,SE H,2038, , , ,3184,3352,5630,,9323,12524,13983,17013,21866,54307,,,,,,,,,,,,,,,656,1404,1008,-1,1217,990,1814,2145,1134,1092,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2038,3119,DELANGLE Guy, ,V1 H,2039, , , ,4065,5501,7873,,12507,18488,20167,22694,24862,54330,,,,,,,,,,,,,,,928,1331,1797,-1,1054,1593,841,1821,1679,1869,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2039,1935,VALETTE Olivier, ,SE H,2040, , , ,4871,6715,9529,,15005,19479,20897,23287,24930,54341,,,,,,,,,,,,,,,1333,2107,1068,-1,1596,2102,1767,471,744,1053,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2040,2895,GROSSELIN Janick, ,V2 H,2041, , , ,4821,6852,9769,,14807,19393,21033,24003,25481,54450,,,,,,,,,,,,,,,2384,2073,2046,-1,1896,2190,873,2106,1838,1025,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2041,2921,DELAFOSSE Bertrand, ,V2 H,2042, , , ,4910,6674,9348,,14660,18349,19770,22086,23900,54492,,,,,,,,,,,,,,,1669,983,833,-1,895,2164,842,2063,1839,1861,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2042,1172,RUDGE Leon, ,SE H,2043, , , ,4618,7169,9568,,15396,20467,21807,24253,25651,54692,,,,,,,,,,,,,,,1346,2162,831,-1,2131,898,1771,1865,1840,1878,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2043,1382,DURIGHELLO Yann, ,SE H,2044, , , ,3871,5793,8361,,12463,17027,18353,22763,25068,54860,,,,,,,,,,,,,,,2075,2019,905,-1,2154,2086,1812,1394,1136,2098,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2044,1405,VENDRAMEL Marco, ,V1 H,2045, , , ,4100,5986,8882,,14510,18767,20397,23267,25054,54883,,,,,,,,,,,,,,,865,1818,2163,-1,2366,1655,1608,1134,1395,1671,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
